sim_id,model,method,target,mu_hat,se,mu_true,bias,covered,rmse_alpha,rmse_beta,corr_alpha,corr_beta,overfit_rate,mean_best_epoch,final_grad_norm,final_beta_std,final_train_loss,final_val_loss,train_val_gap,correction_ratio,correction_mean,correction_std,min_hessian_eig,hessian_condition,oracle_loss,excess_loss_ratio,smoothness_ratio
0,linear,naive,beta,-0.2886669337749481,0.007609620094299317,-0.16818094145857462,-0.1204859923163735,False,0.513702704724158,0.5759161391940483,0.9581725401941362,0.7593154899231561,0.0,28.0,2.8140896837460856,0.6775782108306885,1.4315957728491888,1.3988505601882935,-0.03274521266089536,,,,,,1.0,0.39885056018829346,0.9010909002436851
0,linear,influence,beta,-0.19918684184039012,0.031301879264330784,-0.16818094145857462,-0.0310059003818155,True,0.5578155053059097,0.5836140686071715,0.9488041841336211,0.7337608554763257,0.0,27.1,2.6944213647127064,0.7557365000247955,1.4802803913516764,1.4127524852752686,-0.0675279060764078,0.0670010706676562,0.0020972594246198694,3.0510898091615246,0.24213929176330568,4.15419888481626,1.0,0.41275248527526864,0.858076470297526
1,linear,naive,beta,-0.13219593465328217,0.00833900272846222,-0.1689357272689882,0.036739792615706035,False,0.5375904004975105,0.628331973057828,0.9554157869442155,0.7193427995401237,0.0,25.0,2.706198209255309,0.6180168390274048,1.480506976975335,1.2567951679229736,-0.22371180905236132,,,,,,1.0,0.25679516792297363,0.9931443258743567
1,linear,influence,beta,-0.1576789726525545,0.02954573130971043,-0.1689357272689882,0.01125675461643369,True,0.5735562659111638,0.6002837328698283,0.9481755655884445,0.7289027283717116,0.0,27.3,2.667745024802943,0.7384265899658203,1.4633025567678757,1.4210274815559387,-0.04227507521193696,1.1902952306622867,-0.035168143064377724,2.867365041231724,0.25609386116266253,3.9132937407232107,1.0,0.4210274815559387,0.9287991820094221
2,linear,naive,beta,-0.022666705772280693,0.008392384052276611,-0.16662931897079106,0.14396261319851036,False,0.5480830772269303,0.6136939016416934,0.960630506935421,0.7459562360693901,0.0,23.0,2.7213100405007262,0.7724229693412781,1.5136027768452962,1.363612413406372,-0.14999036343892413,,,,,,1.0,0.36361241340637207,0.992866636224347
2,linear,influence,beta,-0.15444552294085734,0.03088970047579516,-0.16662931897079106,0.012183796029933719,True,0.5552000316658209,0.5927012412219017,0.9501037730915999,0.7348118732637079,0.0,27.6,2.721826598286439,0.7640989482402801,1.4708383707529233,1.3989537477493286,-0.07188462300359477,0.17216292180599824,0.0053180610876250286,3.004479064197825,0.2418954610824585,4.168639284543376,1.0,0.39895374774932857,0.9198333797462568
3,linear,naive,beta,-0.2370886206626892,0.009059240221977233,-0.1641535789221187,-0.0729350417405705,False,0.5219194661190545,0.5921529271237946,0.9541619458200643,0.7782494382115726,0.0,15.0,2.6404157280664853,0.8042733669281006,1.5129458624521892,1.3189221620559692,-0.19402370039621997,,,,,,1.0,0.31892216205596924,1.067700645358296
3,linear,influence,beta,-0.15930864572376013,0.03036276091764408,-0.1641535789221187,0.004844933198358575,True,0.5669586325902789,0.5749337109035977,0.9485665702440578,0.7430407826008477,0.0,23.8,2.6999933508300265,0.7011932611465455,1.4929891910258637,1.4191243290901183,-0.07386486193574537,0.8799906803721468,0.026718946637894442,2.9595158753817636,0.2499677672982216,4.026308372767282,1.0,0.4191243290901183,0.8474051854706309
4,linear,naive,beta,-0.2938413918018341,0.007300148606300354,-0.16608956022339524,-0.12775183157843886,False,0.5290799009176336,0.5857943813980244,0.9554239775573612,0.7462313516071053,0.0,32.0,2.78669488647385,0.7783477306365967,1.4533028441535103,1.3293558359146118,-0.12394700823889848,,,,,,1.0,0.3293558359146118,0.8632768944371425
4,linear,influence,beta,-0.20393471188861878,0.030271575134203758,-0.16608956022339524,-0.037845151665223536,True,0.5620921996932722,0.6066351852177304,0.9464927232775783,0.7366935131799072,0.0,27.3,2.7220525349559446,0.7942943036556244,1.462851043821853,1.4128907799720765,-0.049960263849776476,0.27068515128893456,0.008194065894956293,2.946786362825524,0.24342827051877974,4.1416196551239555,1.0,0.41289077997207646,0.9752659282756506
5,linear,naive,beta,-0.16465042531490326,0.00751641571521759,-0.1667168172189741,0.0020663919040708467,True,0.5432230592673588,0.5495370782981772,0.9521256350831449,0.7685841836803625,0.0,48.0,2.7619564222449795,0.7731764316558838,1.379510365486145,1.3614587783813477,-0.018051587104797262,,,,,,1.0,0.36145877838134766,0.8901423413510992
5,linear,influence,beta,-0.21092262110696175,0.03029206298367168,-0.1667168172189741,-0.044205803887987644,True,0.5757016544063817,0.5828851195756845,0.9464810184570457,0.7450444635584498,0.0,25.3,2.6983474931943845,0.7563025116920471,1.4613701020817698,1.3991381764411925,-0.062231925640577224,1.0136507764121132,0.030705573162523432,2.9468128847889683,0.2478714570403099,4.0643414639928315,1.0,0.39913817644119254,0.9237652454371819
6,linear,naive,beta,-0.20025409758090973,0.00778245747089386,-0.16602701341062898,-0.03422708417028075,False,0.49868063589231104,0.5716060926394037,0.9604224778320907,0.7551326981674962,0.0,18.0,2.739486231593982,0.5873988270759583,1.4743156653510199,1.4101167917251587,-0.06419887362586119,,,,,,1.0,0.4101167917251587,0.9090478315985553
