rep_id,seed,method,true_ate,ate_estimate,ate_se,ate_bias,ate_covered,ite_rmse,ite_correlation,fit_time,q10,q25,q50,q75,q90
0,42,deephte,2.561346605785643,2.5109622128396296,0.06053593876230048,-0.05038439294601327,True,0.35047194361686707,0.7613045091575473,0.7870519161224365,1.8302633047103882,2.0916922092437744,2.4563692808151245,2.862005054950714,3.224584865570068
0,42,causal_forest,2.561346605785643,2.5007502084345528,0.21504783337876432,-0.060596397351090125,True,0.2034249764746891,0.8838635172989333,1.1706671714782715,2.1409043182364282,2.300100723285885,2.4933344593392484,2.6566205345684213,2.876144011977286
0,42,linear_dml,2.561346605785643,2.4983422678303624,0.06327335858202872,-0.06300433795528049,True,0.08571012692110391,0.9892245216204786,0.9060750007629395,1.9646271811914995,2.1806752977456463,2.5010869494631285,2.8083800796282534,3.037683964361916
1,43,deephte,2.571070521407138,2.5616538867212593,0.05975984165151951,-0.009416634685878833,True,0.3904007077217102,0.7129900597602654,0.5192959308624268,1.8142374277114868,2.1222222447395325,2.5181453227996826,2.92467200756073,3.2808305740356447
1,43,causal_forest,2.571070521407138,2.555791655432551,0.2159167291246913,-0.015278865974587053,True,0.24648811322148473,0.7788322712386939,1.1134319305419922,2.2238379834672117,2.371061105553608,2.5360932730303443,2.7414947099961635,2.9180704472997117
1,43,linear_dml,2.571070521407138,2.5384938600468967,0.0630921400402872,-0.0325766613602414,True,0.19006873500289007,0.8917573286864956,0.9124510288238525,1.969729481283532,2.1974644119020432,2.5243565897822178,2.871451277424169,3.085117896317076
2,44,deephte,2.5572484771394604,2.5695090137856913,0.06244456357132627,0.012260536646230946,True,0.4772416949272156,0.6878058267963932,0.5873091220855713,1.8697644829750062,2.24904203414917,2.6714110374450684,3.126290023326874,3.4991926908493043
2,44,causal_forest,2.5572484771394604,2.573273353650454,0.2213112137135231,0.016024876510993824,True,0.1791747939944017,0.890852218686659,1.1023170948028564,2.1492172003769463,2.3056880975655356,2.5412093092227472,2.8238822614100547,3.0578057073004024
2,44,linear_dml,2.5572484771394604,2.560870955784141,0.06371609156719381,0.0036224786446807933,True,0.19959394296010174,0.9339523473474391,0.9202170372009277,1.9348734128363618,2.1626905743555223,2.5506389407367838,2.940703468690175,3.231890046425983
3,45,deephte,2.575650400034128,2.527098589390079,0.06296317757692359,-0.04855181064404901,True,0.3904454708099365,0.7832960659424406,0.5455048084259033,1.8831029176712037,2.2805227041244507,2.759350538253784,3.097416400909424,3.3919263362884524
3,45,causal_forest,2.575650400034128,2.5365548097776207,0.24937954741441987,-0.03909559025650733,True,0.21463808619206895,0.854657911844537,1.1819121837615967,2.084312917680857,2.2792120205132718,2.56532378360221,2.7946123282100896,2.9431272382888403
3,45,linear_dml,2.575650400034128,2.531066686307855,0.06583746195462925,-0.04458371372627301,True,0.1536729398513618,0.952254543073301,0.9271070957183838,1.909135777840851,2.182913091932236,2.5211610904126642,2.887595377608897,3.1750677157192317
4,46,deephte,2.5637674672637134,2.43918527850408,0.05975512379045259,-0.12458218875963345,False,0.36889418959617615,0.7202824207607605,0.5225410461425781,1.8428364038467406,2.1811781525611877,2.542335271835327,2.8996034264564514,3.1956695079803468
4,46,causal_forest,2.5637674672637134,2.4887755906654476,0.23861543276831387,-0.07499187659826578,True,0.2236109273669379,0.8592297855731403,1.1918559074401855,2.0323658140222403,2.3135202934637156,2.527739979456972,2.715204327456515,2.85029064672957
4,46,linear_dml,2.5637674672637134,2.4770020771258006,0.06410230858219719,-0.08676539013791285,True,0.12190786595829539,0.9780935279441794,0.9276249408721924,1.9308884732666405,2.141706381421296,2.4653528282236294,2.7956883670656048,3.043231473910981
5,47,deephte,2.6011133433770635,2.5937032946439578,0.06329769288734054,-0.00741004873310569,True,0.4231434464454651,0.7220236372772559,0.5434529781341553,2.0598362922668456,2.3920957446098328,2.77702260017395,3.171479284763336,3.4731816053390503
5,47,causal_forest,2.6011133433770635,2.5939278980237694,0.22456984704650648,-0.007185445353294018,True,0.2170912182579392,0.8420903207227758,1.1516718864440918,2.1414427660041966,2.2773824519267913,2.6363593366639906,2.879265817729748,3.0229247482786787
5,47,linear_dml,2.6011133433770635,2.602128022203143,0.06588001728649552,0.0010146788260794182,True,0.13187834045546545,0.9509750616454696,0.9560399055480957,2.0362302493856985,2.2629804875989596,2.5834307087669166,2.9499064375384076,3.1669926580614267
6,48,deephte,2.570116286751762,2.5053838884820094,0.05995999438834585,-0.06473239826975252,True,0.4562147557735443,0.714516838241757,0.6323468685150146,1.8436678528785706,2.24409681558609,2.6101975440979004,3.0980538725852966,3.4814047098159793
6,48,causal_forest,2.570116286751762,2.541976490704647,0.2308129538357033,-0.028139796047114807,True,0.23152610512862665,0.8446230536177758,1.1335630416870117,2.023822500778665,2.1873211014641543,2.5032255475907763,2.9398275021703704,3.1226958909948546
6,48,linear_dml,2.570116286751762,2.535784754027218,0.06274259866260959,-0.03433153272454392,True,0.321050838658113,0.832196221611164,0.9370718002319336,1.7856872476617607,2.0829610264081175,2.5430514074956365,2.970189663308719,3.3068255813743086
7,49,deephte,2.558377739910389,2.5709340227378057,0.05953275692176933,0.01255628282741661,True,0.4311794638633728,0.648181148684995,0.5861330032348633,2.0441334724426268,2.3668322563171387,2.6944350004196167,3.0455334186553955,3.379085230827332
7,49,causal_forest,2.558377739910389,2.5604928804421916,0.2202173727866611,0.0021151405318025063,True,0.23393556975324462,0.80268319025361,1.1348772048950195,2.1001325385215934,2.401522498110644,2.607177870853847,2.7799085915900053,2.8958952183735387
7,49,linear_dml,2.558377739910389,2.569893977378245,0.0625206220480997,0.011516237467855905,True,0.10565929889771115,0.9636735245431178,0.9521610736846924,2.0811427184019284,2.2748467360780094,2.574726396360803,2.8565324541941255,3.046446903018357
8,50,deephte,2.5628457414604364,2.554445687475433,0.061925252147169846,-0.008400053985003542,True,0.4808570146560669,0.7905928109780446,0.5579571723937988,1.736648964881897,2.1112220287323,2.668463706970215,3.2029499411582947,3.6359076261520387
8,50,causal_forest,2.5628457414604364,2.5943398836927947,0.2499782260957363,0.031494142232358247,True,0.18495893914736142,0.8939104463536812,1.2228281497955322,2.069096054813304,2.2877095717257596,2.572792566987257,2.897223307079943,3.139547099628259
8,50,linear_dml,2.5628457414604364,2.5484755965022554,0.0645874145274805,-0.014370144958181008,True,0.24289832586076213,0.9443410178053824,1.0069968700408936,1.8004641888109998,2.1251916419618517,2.5449771437706916,2.9853768706946857,3.3203599212201813
9,51,deephte,2.5672690302137506,2.4354670261183973,0.061187638356836674,-0.13180200409535336,False,0.5688033699989319,0.5889139825896764,0.5415911674499512,1.4967904090881348,1.8657338619232178,2.253713846206665,2.661674439907074,2.982472610473633
9,51,causal_forest,2.5672690302137506,2.436102809237237,0.23396531690305503,-0.13116622097651343,True,0.25675540153053467,0.858543290053011,1.1435868740081787,2.1082864835334876,2.233029794970121,2.4222923739313877,2.622398837203578,2.814873974237003
9,51,linear_dml,2.5672690302137506,2.4318164219072114,0.06521470853186737,-0.13545260830653927,False,0.17435800535525264,0.9621325242576932,0.9346599578857422,1.9271050494871376,2.1449673489160235,2.431223771092446,2.712637922713282,2.92234625717597
