sim_id,model,method,mu_hat,se,mu_true,bias,covered,rmse_alpha,rmse_beta,corr_alpha,corr_beta,overfit_rate,mean_best_epoch,final_grad_norm,final_beta_std,final_train_loss,final_val_loss,train_val_gap,correction_ratio,correction_mean,correction_std,min_hessian_eig,hessian_condition
5,linear,naive,-0.18753497302532196,0.022400672444432237,-0.1667168172189741,-0.020818155806347854,True,0.823271891556068,0.6150061090724759,0.8942270501664477,0.7070321572918588,0.0,19.0,3.679478850775389,0.6795888543128967,1.570043864250183,1.9821233749389648,0.4120795106887818,,,,,
5,linear,influence,0.20708525592461227,0.5550502995355072,-0.1667168172189741,0.3738020731435864,True,0.9773596011392063,0.6581081378015791,0.8463969388562456,0.6944201927845133,0.0,8.45,2.595838086021133,0.7892887949943542,1.762522423748385,1.8648721575737,0.10234973382531498,0.8473126544865911,-0.47030114267300815,17.54134402948174,0.06972457300871611,15.178122433681347
6,linear,naive,-0.40215837955474854,0.025059893753270186,-0.16602701341062898,-0.23613136614411956,False,0.7532010376734385,0.7038628695311787,0.9118597846548996,0.6893615407442487,0.0,14.0,3.0542741263050623,0.763283371925354,1.4620582162009346,2.053377628326416,0.5913194121254814,,,,,
6,linear,influence,-0.4948970950990915,0.6142529491068256,-0.16602701341062898,-0.32887008168846255,True,0.8373328049612668,0.703665865130691,0.8799413295280223,0.6104615686664039,0.0,10.9,2.6097779887377404,0.7736483603715897,1.5965583319901024,1.8454895853996276,0.24893125340952516,0.372842596977013,0.22901966474577784,19.442387643517304,0.055847909301519394,18.248060145699206
7,linear,naive,-0.3373280167579651,0.023056814463798786,-0.16765652844230786,-0.16967148831565723,False,0.8558972663890876,0.6137514018095058,0.8865795148611053,0.711482011617261,0.0,10.0,2.513182051260457,0.972275972366333,1.6940397742059496,1.6422418355941772,-0.0517979386117724,,,,,
7,linear,influence,-0.3546306996215135,0.4223399146710369,-0.16765652844230786,-0.18697417117920564,True,0.8781702257535693,0.6622434870058612,0.8736111615084268,0.7137063865722107,0.0,9.15,2.6299762456793783,0.8821125835180282,1.6568566014160193,1.7914526104927062,0.1345960090766869,0.11526264557943208,0.04868001589877531,13.34181769307077,0.0773594131693244,13.276392629674566
8,linear,naive,-0.1453164517879486,0.024362026491430065,-0.17065474548814077,0.025338293700192166,True,0.8505645187156445,0.6138156540484085,0.8848337975881501,0.7033127982387571,0.0,13.0,3.408284925910919,0.8231102824211121,1.5669682121276856,1.6027752161026,0.03580700397491454,,,,,
8,linear,influence,0.1147840649485588,0.46850244339954533,-0.17065474548814077,0.2854388104366996,True,0.8951297048279003,0.6216063014819998,0.8591484716603719,0.6900248039657548,0.05,11.05,2.5674238458113434,0.8221292853355407,1.5922520924032777,1.804053384065628,0.2118012916623504,0.5643838885923604,-0.26441523082085766,14.84206303394495,0.07288352753967046,14.162083060983344
9,linear,naive,-0.27725839614868164,0.03223201000156985,-0.16514901054142095,-0.11210938560726069,False,0.7877274310545453,0.7360154302489554,0.8949121222847879,0.7105297501094674,0.0,22.0,2.8304645576860663,0.8363316059112549,1.5482690264119043,2.0226566791534424,0.47438765274153805,,,,,
9,linear,influence,0.3920727163106203,0.4453377277297342,-0.16514901054142095,0.5572217268520412,True,0.9028547062753737,0.6989904404148561,0.8575130644319532,0.6685507385263081,0.0,10.9,2.73122792987953,0.9468563109636307,1.7208475929603242,1.9179281175136567,0.19708052455333247,1.4779769452887779,-0.658198894451838,14.122156046547428,0.08784880191087723,11.772614624727249
10,linear,naive,-0.28315556049346924,0.026722853037597666,-0.16608385390592426,-0.11707170658754498,False,0.8330648228692745,0.7021306295002667,0.8775812199893426,0.6786188258061039,0.0,17.0,2.7887222931547178,0.8426204323768616,1.6840038214789497,1.4952430725097656,-0.18876074896918404,,,,,
10,linear,influence,-0.36660082011297346,0.5284956240431403,-0.16608385390592426,-0.2005169662070492,True,0.9199009372181396,0.65630931188606,0.8534796368106586,0.7026513128816848,0.05,8.55,2.6595971895092534,0.8137123972177506,1.776768577642608,1.8606288194656373,0.0838602418230292,0.3493241613317326,0.18461629063636065,16.741833392106358,0.0687197620049119,14.993464722731773
11,linear,naive,-0.08664090186357498,0.019967519882806543,-0.16799821041175939,0.0813573085481844,False,0.7734020237502457,0.6949911569377891,0.8958633138352114,0.5783751196079637,0.0,19.0,3.0925784958860594,0.7144412994384766,1.5287335750791762,1.610746145248413,0.08201257016923691,,,,,
11,linear,influence,-0.09825206200405956,0.5209207949589977,-0.16799821041175939,0.06974614840769983,True,0.8791957989806849,0.6634150831200056,0.8642725175290463,0.6249675424193039,0.0,10.0,2.527966450140384,0.7541031450033188,1.6234468770794002,1.7369680881500245,0.1135212110706243,0.1802109896832164,-0.09387565200612881,16.476324674928193,0.06739082727581262,15.716002217202938
12,linear,naive,-0.31280505657196045,0.024781842331703746,-0.1684193023581113,-0.14438575421384914,False,0.8866440499281357,0.5885161779738927,0.8791191697957746,0.7443386703354893,0.0,6.0,3.8099889720808946,0.5948100686073303,1.8442309670978123,2.1110544204711914,0.2668234533733791,,,,,
12,linear,influence,-0.3701117213964462,0.463361229275944,-0.1684193023581113,-0.2016924190383349,True,0.944024237009095,0.6591447661402675,0.8421712376221784,0.664224036461682,0.0,11.95,2.5159036157845405,0.7757299453020096,1.616261724017517,1.790989488363266,0.174727764345749,0.20475781591077413,0.09487683328427374,14.65451566882517,0.0737431475892663,14.192206094741746
13,linear,naive,-0.03847372904419899,0.030854928095657076,-0.16973064012954736,0.13125691108534837,False,0.8130127008701028,0.7297661901389616,0.8950969411764211,0.6872656326833156,0.0,9.0,2.966833864228,0.9234147071838379,1.8830594491958619,1.8399070501327515,-0.043152399063110414,,,,,
13,linear,influence,-0.14014903768151998,0.5842590869591865,-0.16973064012954736,0.029581602448027378,True,0.9179385283427222,0.7593951918170962,0.855361538062101,0.6624965118917446,0.0,9.4,2.7152114008062087,0.9910958856344223,1.8601963716222527,2.058889663219452,0.19869329159719928,0.12026820602373688,0.07026779224164784,18.494166110810063,0.06487123779952526,15.900359685782684
14,linear,naive,-0.18343272805213928,0.029012818107919672,-0.16421968122181307,-0.019213046830326208,True,0.8291125971800395,0.6917762237620249,0.8922316990285025,0.6920324093681425,0.0,11.0,3.071143724770409,0.6595060229301453,1.8025000625186496,1.9996589422225952,0.19715887970394563,,,,,
14,linear,influence,-0.03900240850821137,0.5666632240892232,-0.16421968122181307,0.1252172727136017,True,0.8911063028973506,0.6782531058726021,0.8624274476426305,0.6693860759630266,0.0,11.95,2.6325403778927674,0.8469277203083039,1.6153220981673193,1.8232164561748505,0.2078943580075312,0.06541496401206082,-0.03706825441075489,17.930297405624934,0.06763598881661892,15.557325116567617
15,linear,naive,-0.0793689712882042,0.027719678636553613,-0.16731081091548525,0.08794183962728105,False,0.8093058727535071,0.635687123907468,0.8925082439648911,0.7259671596390771,0.0,13.0,2.8912555823838773,0.7832213044166565,1.600158462524414,1.9568411111831665,0.35668264865875243,,,,,
15,linear,influence,-0.12891752916574478,0.5323148223829385,-0.16731081091548525,0.038393281749740465,True,0.9202020456336781,0.722480960439774,0.8582501019700789,0.6869339435189245,0.05,11.2,2.7152486310186736,0.9526739150285721,1.6923503901038253,1.9967775881290435,0.3044271980252182,0.07475445391526334,-0.039792903858236965,16.864977751326364,0.0725486233830452,14.141248051117575
16,linear,naive,0.00026988316676579416,0.02758874276362993,-0.16778098176091477,0.16805086492768057,False,0.8183363542729428,0.6511716847526704,0.8850121566203095,0.7383903773669119,0.0,7.0,3.237767934355071,0.9892100691795349,1.7050562106238472,2.265368700027466,0.5603124894036187,,,,,
16,linear,influence,0.03089678838849068,0.5640315181952593,-0.16778098176091477,0.19867777014940546,True,0.8683977107025405,0.7311173893290774,0.8624122220753524,0.7165631249163473,0.0,10.45,2.5277135603628826,0.9998735278844834,1.6382448905183562,1.7849433481693269,0.14669845765097067,0.1536414541635859,-0.0866586226496147,17.84981242463194,0.06371018067002296,16.34522787304804
17,linear,naive,-0.1468771994113922,0.029046353614722298,-0.16570667471611328,0.018829475304721066,True,0.8128133577555617,0.700464028213021,0.884665355111642,0.6971536305990312,0.0,15.0,3.5085214864981347,0.8890452980995178,1.6454430474175348,1.6636625528335571,0.018219505416022352,,,,,
17,linear,influence,-0.1894138213065453,0.5901968302909755,-0.16570667471611328,-0.02370714659043202,True,0.8935366136838687,0.7408154576091873,0.859481466260287,0.6720576964163815,0.0,10.7,2.6054728213371825,0.9710168451070785,1.6532040962489725,1.8020827054977417,0.14887860924876928,0.25242081132094335,0.14897796274109715,18.617893788324725,0.058847134560346605,17.524527019000846
18,linear,naive,-0.3618289530277252,0.037241677908510976,-0.16645263429730817,-0.19537631873041705,False,0.8025000036279856,0.7982018886087826,0.888711613658315,0.7511809454156291,0.0,24.0,2.454184013114867,0.9603026509284973,1.4918483670552571,1.8632510900497437,0.3714027229944865,,,,,
18,linear,influence,-0.5207890110909938,0.5535034495159078,-0.16645263429730817,-0.3543363767936857,True,0.9254169369607986,0.7127760825624868,0.8499794480768805,0.7149245078941397,0.0,8.95,2.64897551297119,1.0594559550285338,1.7072297859993593,1.866593587398529,0.15936380139916984,0.3420564040754929,0.18932939958479256,17.48991702563266,0.06326277647167444,16.134002132664826
19,linear,naive,-0.2533077299594879,0.025845574961065095,-0.16680330304223964,-0.08650442691724827,False,0.8600510994289278,0.6757996674404,0.8870938530665609,0.6657866637087969,0.0,6.0,3.136603442524628,0.7714088559150696,1.9870373980204263,1.7300442457199097,-0.25699315230051667,,,,,
19,linear,influence,-0.4839881963059306,0.5879405215503727,-0.16680330304223964,-0.3171848932636909,True,0.9114719949062647,0.6844063968366028,0.8628495467176482,0.668357857576315,0.0,8.95,2.7241499733704178,0.8218795388936997,1.7645749293781858,1.8483715653419495,0.08379663596376363,0.2936776571068218,0.17266499488707632,18.620911893092625,0.056076273694634436,18.453089859219205
20,linear,naive,-0.3802517056465149,0.029840663731585466,-0.1674006122102666,-0.21285109343624828,False,0.81403059269679,0.7643881566677659,0.904771266669439,0.674692107903014,0.0,12.0,2.1285835261059143,1.1088179349899292,1.4925246810913086,1.5132474899291992,0.02072280883789057,,,,,
20,linear,influence,0.09071349801309407,0.5133540748694811,-0.1674006122102666,0.25811411022336067,True,0.874838265589913,0.7118229539862392,0.8739984309182341,0.6787098481016836,0.0,12.05,2.479188074665166,0.9008501261472702,1.4815622256548084,1.6198497474193574,0.13828752176454895,0.67144822125669,-0.3446906804459868,16.235582989006595,0.06424894705414771,15.933230406364064
21,linear,naive,-0.26853200793266296,0.026470718501065856,-0.168861647160364,-0.09967036077229896,False,0.8237482963422968,0.6160595262333026,0.899108817891908,0.7408202688709711,0.0,17.0,2.7866363078362366,0.8754792213439941,1.5870559032758076,1.633872628211975,0.04681672493616751,,,,,
21,linear,influence,-0.7104353045523166,0.5479922233846966,-0.168861647160364,-0.5415736573919526,True,0.8756969727130584,0.6628236017286804,0.8776390295224766,0.710527125037075,0.0,9.65,2.7017775408684086,0.8933651834726334,1.6136304943289677,1.9768065750598907,0.363176080730923,0.9233176220574347,0.5059708766015246,17.38075051885723,0.06696555539965629,15.314345035612897
22,linear,naive,-0.05764630064368248,0.020919368848257302,-0.16961110800065388,0.1119648073569714,False,0.7986217245971582,0.6179093678433702,0.8908583249231234,0.704918288063973,0.0,17.0,2.6029648267537175,0.7126253247261047,1.421984785662757,2.4044671058654785,0.9824823202027215,,,,,
22,linear,influence,-0.37088262097537517,0.5548839755790236,-0.16961110800065388,-0.2012715129747213,True,0.8930454301435408,0.6414355457278268,0.8635509117840424,0.6896368389255825,0.0,10.0,2.5434220468254236,0.7912442624568939,1.6008286592800018,1.8728491961956024,0.2720205369156006,0.38543995109611573,0.21387445241119712,17.56844443101277,0.06900996584445238,15.223702293762003
23,linear,naive,-0.13042272627353668,0.027439812090602568,-0.16394672424749315,0.03352399797395647,True,0.7991717754521352,0.6274586146101172,0.8956748149127004,0.7368922034534945,0.0,6.0,3.2017593055751377,0.7979191541671753,1.8806566655635835,1.5889984369277954,-0.29165822863578805,,,,,
23,linear,influence,-0.032132868139073255,0.6661497710880128,-0.16394672424749315,0.1318138561084199,True,0.8804188406469865,0.6855742432875124,0.8668417246062761,0.6882192640220285,0.0,12.4,2.6654048688076974,0.8776629537343978,1.5696311886687027,1.8943798542022705,0.32474866553356785,0.29553610247669027,-0.1968713070130907,21.06333401872636,0.05855959691107273,17.902415587775806
24,linear,naive,-0.17267431318759918,0.0238063854400669,-0.16696023247058478,-0.0057140807170144026,True,0.8566231295497116,0.5859548399882408,0.8815726741496658,0.7324238303362105,0.0,5.0,2.6989873353199565,0.7772903442382812,1.8830584854549832,2.0390572547912598,0.15599876933627654,,,,,
24,linear,influence,-0.044657581768929956,0.46697982314307485,-0.16696023247058478,0.12230265070165483,True,0.8568495849334825,0.6301781659656505,0.8729469710220222,0.6977602522723035,0.0,10.45,2.545691221190835,0.8043134301900864,1.5957987300554914,1.8329344034194945,0.2371356733640031,0.264450614351616,-0.12349310111999512,14.779595466033093,0.08003443609923125,13.110103396614576
25,linear,naive,-0.24713504314422607,0.024340703020855756,-0.17071024273384633,-0.07642480041037975,False,0.840360506732889,0.6070730059683414,0.8843329551115781,0.7151879065770405,0.0,7.0,3.673826207032407,0.6996612548828125,2.0255775907304554,2.0705034732818604,0.04492588255140495,,,,,
25,linear,influence,-0.4381285646185279,0.534432930992159,-0.17071024273384633,-0.26741832188468156,True,0.903182190161839,0.6205132589008516,0.8642994851031621,0.6926001487099932,0.1,9.55,2.6557600344984924,0.8048850506544113,1.7683518990996288,1.996345543861389,0.22799364476176032,0.4822095720174996,0.2577086749257869,16.926598705106272,0.06270188447088003,16.45146370405983
26,linear,naive,-0.3622465133666992,0.027872213170249065,-0.16256099976513946,-0.19968551360155976,False,0.795342082685399,0.6394058888445974,0.9023663214782723,0.7422047115297018,0.0,10.0,2.759416618582175,0.8363710641860962,1.6823040914535523,1.5376776456832886,-0.14462644577026373,,,,,
26,linear,influence,-0.0032017900701612236,0.5768145800570654,-0.16256099976513946,0.15935920969497824,True,0.8866486119159762,0.670414615962108,0.871845103554923,0.7233081011984341,0.05,10.4,2.516607931074325,0.8999593019485473,1.556422905162064,1.802687305212021,0.24626440004995698,0.6263972787045246,-0.3613150832648389,18.265673265183636,0.056951687671244144,18.018651268247883
27,linear,naive,-0.3622323274612427,0.03294784756027688,-0.16460044680365687,-0.1976318806575858,False,0.8600685809146151,0.7426133357446315,0.8898303187690377,0.7335146510735476,0.0,17.0,3.122452803081889,0.8667991757392883,1.7345564353466034,2.0699424743652344,0.33538603901863095,,,,,
27,linear,influence,0.11827385893836617,0.5427255514145091,-0.16460044680365687,0.28287430574202305,True,0.9491532299332907,0.7207265427211119,0.8492605086249123,0.6914839995161918,0.0,10.25,2.677812577707318,0.9763774156570435,1.7543523209415681,1.9542857110500336,0.19993339010846545,0.693423209684705,-0.3763384938397503,17.1639142866484,0.06230284105986357,16.591784570557543
28,linear,naive,-0.24581755697727203,0.024335860804299104,-0.1685686736732629,-0.07724888330400914,False,0.8482440198368079,0.647064151481825,0.8682901541285003,0.69407661253484,0.0,5.0,2.9492694081744233,1.0284892320632935,2.04315380414327,1.7184637784957886,-0.3246900256474814,,,,,
28,linear,influence,-1.0800259937494994,0.5663071572018382,-0.1685686736732629,-0.9114573200762365,True,0.8914121825657195,0.7141298486834974,0.8455820737217956,0.6998818128568705,0.0,10.4,2.6363196414420615,0.9792674213647843,1.676759977169901,1.877766865491867,0.201006888321966,1.5673825804633787,0.8876199733898975,17.90720453813563,0.06613676473498345,15.766199826771322
29,linear,naive,-0.055038318037986755,0.028195344892860828,-0.1645353796496535,0.10949706161166675,False,0.8230909936212684,0.6484156405943904,0.8879614748209318,0.736777381197322,0.0,8.0,2.9064577336571755,0.946692168712616,1.9697671400176153,2.178469657897949,0.2087025178803339,,,,,
29,linear,influence,0.8538558035120368,0.6310938922105176,-0.1645353796496535,1.0183911831616903,True,0.8813190074434453,0.7087114529898525,0.8664432820156451,0.6954833143753197,0.0,11.0,2.7684682219329373,0.9256073355674743,1.6955179409430041,1.8603881239891051,0.16487018304610102,1.418042630150674,-0.8949180427822284,19.99448109881597,0.056473507359623906,18.53124781499691
