sim_id,model,method,mu_hat,se,mu_true,bias,covered,rmse_alpha,rmse_beta,corr_alpha,corr_beta,overfit_rate,mean_best_epoch,final_grad_norm,final_beta_std,final_train_loss,final_val_loss,train_val_gap,correction_ratio,correction_mean,correction_std,min_hessian_eig,hessian_condition,oracle_loss,excess_loss_ratio,smoothness_ratio
0,linear,naive,-0.2571238577365875,0.007817463874816894,-0.16818094145857462,-0.0889429162780129,False,0.49368641887622455,0.5683842460492318,0.9636941609505413,0.7648100460363617,0.0,41.0,2.34441792090097,0.7549738883972168,1.4322305047776964,1.316143274307251,-0.11608723047044545,,,,,,1.0,0.316143274307251,0.9288002540303648
0,linear,influence,-0.21192292967140675,0.030243783050811494,-0.16818094145857462,-0.04374198821283212,True,0.5484827175473934,0.5823553391474591,0.952051543206354,0.7546977772926748,0.0,31.5,2.3101967729087978,0.7954349428415298,1.4869874565210957,1.377712219953537,-0.10927523656755866,0.9584787354404186,-0.028988022933476167,2.953824851101469,0.23803153932094573,4.220057918179518,1.0,0.377712219953537,0.953576143314207
1,linear,naive,-0.13549338281154633,0.008518155813217163,-0.1689357272689882,0.033442344457441875,False,0.506867344402797,0.5756760715437306,0.9617617556716295,0.7694223728459392,0.0,48.0,2.402611836183037,0.7770788669586182,1.3892120384640163,1.241023063659668,-0.14818897480434834,,,,,,1.0,0.24102306365966797,1.016187050978531
1,linear,influence,-0.14620918849557638,0.02927422168525545,-0.1689357272689882,0.022726538773411825,True,0.5651005107406862,0.5970585153924333,0.9492818023220582,0.7480044369678285,0.0,30.85,2.2863699601280745,0.8303630173206329,1.4757554375818598,1.3788033783435822,-0.09695205923827754,1.8816701980989927,-0.05508443051768845,2.8394130359190206,0.2568917997181416,3.908324710147182,1.0,0.37880337834358224,1.002308387251815
2,linear,naive,-0.1501147449016571,0.008085611462593078,-0.16662931897079106,0.016514574069133953,False,0.5665645769239295,0.5783003280477133,0.9464649305918329,0.7554027331977919,0.0,22.0,2.3858272853429785,0.7773606181144714,1.5711716005537244,1.4215409755706787,-0.1496306249830457,,,,,,1.0,0.4215409755706787,0.952709378576349
2,linear,influence,-0.14411672860234975,0.030280787643464202,-0.16662931897079106,0.022512590368441304,True,0.5134637519351397,0.6016971054556388,0.9577744228919041,0.7390333410214645,0.0,31.8,2.3469172945501025,0.814996549487114,1.4596484114823982,1.3795206367969512,-0.08012777468544696,0.0765655178695439,-0.0023184641874195223,2.949177123641596,0.24313450679183007,4.1310257946429445,1.0,0.37952063679695125,0.976745264802424
3,linear,naive,-0.08222959190607071,0.007630684375762939,-0.1641535789221187,0.081923987016048,False,0.46786143623698784,0.5452362141786983,0.9644307515524381,0.7802399611294134,0.0,55.0,2.2146447814110477,0.6996442675590515,1.3944469807942708,1.2547686100006104,-0.1396783707936604,,,,,,1.0,0.25476861000061035,0.8956979038276103
3,linear,influence,-0.1652599770804867,0.0296297370349535,-0.1641535789221187,-0.0011063981583679938,True,0.5385270923123645,0.5783928021297116,0.9536586505879333,0.7508606820558544,0.0,32.3,2.326909426854082,0.7459789633750915,1.4846252637690274,1.3851908206939698,-0.09943444307505755,0.02812836607670588,-0.0008334360900757019,2.888557567220379,0.2443334050476551,4.112814277696669,1.0,0.3851908206939698,0.9190091631029214
4,linear,naive,-0.23435480892658234,0.008019675612449645,-0.16608956022339524,-0.06826524870318709,False,0.536875952477224,0.5793355368607164,0.9504477842533714,0.7574616892882695,0.0,16.0,2.3176982058602085,0.7541454434394836,1.527230685657925,1.4845460653305054,-0.0426846203274196,,,,,,1.0,0.48454606533050537,0.9527346521783825
4,linear,influence,-0.20144323072028347,0.029734547993725116,-0.16608956022339524,-0.03535367049688823,True,0.5434411437244748,0.5953393735210022,0.9501572565375931,0.745937183132802,0.0,33.55,2.2489707107419177,0.8182744771242142,1.4773942711980719,1.3929679811000824,-0.08442629009798952,0.22182523170322466,-0.0065958729982987276,2.880134353202422,0.24135810509324074,4.1661478234309595,1.0,0.39296798110008235,0.9692917870910343
5,linear,naive,-0.2466432899236679,0.00832082986831665,-0.1667168172189741,-0.0799264727046938,False,0.541874163158699,0.5645799199093368,0.9530573470817298,0.7783119716347542,0.0,26.0,2.282896856553872,0.7218433618545532,1.4986580861409504,1.348754644393921,-0.14990344174702952,,,,,,1.0,0.3487546443939209,0.9877019398783137
5,linear,influence,-0.19052577151693403,0.029910373394094594,-0.1667168172189741,-0.023808954297959928,True,0.5236377462963,0.566338485501608,0.955674371679438,0.760638533083895,0.0,35.7,2.2955856150385325,0.7670243382453918,1.4178085245890926,1.357337611913681,-0.06047091267541149,0.09701363040979963,-0.002901713909873797,2.9049209931077025,0.23968968987464906,4.18770686649724,1.0,0.3573376119136811,0.9279075768835557
6,linear,naive,-0.3240540027618408,0.007335696816444397,-0.16602701341062898,-0.15802698935121184,False,0.4502095586222763,0.5906490649600481,0.9682215112987124,0.7495178501124328,0.0,52.0,2.2232853390879646,0.6635906100273132,1.3685772715674507,1.341526985168457,-0.02705028639899365,,,,,,1.0,0.34152698516845703,0.8564310339116997
6,linear,influence,-0.1332753352141939,0.029429925321175256,-0.16602701341062898,0.03275167819643507,True,0.5072813686820268,0.5794189669635976,0.9578699427592325,0.7471008245451467,0.0,35.2,2.3051238896878217,0.7518656402826309,1.4338575840484329,1.337129545211792,-0.09672803883664094,0.03382647914340182,-0.000995510755068608,2.8652120785184243,0.23599571287631987,4.255712441543224,1.0,0.33712954521179195,0.9170277536329641
7,linear,naive,-0.26938244700431824,0.007717305421829223,-0.16765652844230786,-0.10172591856201038,False,0.48136505985128575,0.553023391678658,0.9617396318903726,0.7747802554657547,0.0,52.0,2.297875519024827,0.84770268201828,1.3747013572057087,1.3756945133209229,0.000993156115214111,,,,,,1.0,0.37569451332092285,0.9202924610791443
7,linear,influence,-0.21013100292216985,0.03047100467720999,-0.16765652844230786,-0.042474474479861996,True,0.5450472816722259,0.5772385735267689,0.9517738018716986,0.7572356751634914,0.0,30.3,2.310555908679475,0.7783523231744767,1.4824316232504202,1.385068851709366,-0.09736277154105433,0.40655704792536496,-0.01238820170888648,2.9657736355138393,0.23820504546165466,4.216713853474799,1.0,0.3850688517093659,0.9648411377941547
8,linear,naive,-0.23480923473834991,0.006981469988822937,-0.17065474548814077,-0.06415448925020914,False,0.5520381247298816,0.5721551322240173,0.9517268799584553,0.7436631526630554,0.0,19.0,2.451668997908799,0.7545565962791443,1.5237726944817438,1.3925591707229614,-0.13121352375878237,,,,,,1.0,0.3925591707229614,0.8208691515235905
