rep_id,seed,method,true_ate,ate_estimate,ate_se,ate_bias,ate_covered,ite_rmse,ite_correlation,fit_time,q10,q25,q50,q75,q90
0,42,deephte,2.1986926221733962,2.2355960212736097,0.06393808773200793,0.03690339910021345,True,0.08380696177482605,-0.029656657797409405,0.4517490863800049,2.124367666244507,2.1623315811157227,2.2203638553619385,2.27493417263031,2.3148531913757324
0,42,causal_forest,2.1986926221733962,2.2318103009270986,0.259167101549959,0.03311767875370242,True,0.2086248747188822,-0.4154059588997128,0.8148531913757324,2.022955167458792,2.099412685721963,2.2081487896326766,2.330405856549792,2.527908424656573
0,42,linear_dml,2.1986926221733962,2.2271813847116735,0.06475490521457286,0.028488762538277257,True,0.12627333312354352,-0.7399254719020093,0.595120906829834,2.116445541106085,2.167561885084184,2.231234070969119,2.2845589913649533,2.3362135386416845
1,43,deephte,2.2006711520603703,2.2414579918490185,0.06256970342206528,0.040786839788648166,True,0.18712492287158966,0.2698703618761103,0.45784497261047363,1.98570716381073,2.013350248336792,2.1720147132873535,2.3669732213020325,2.477953815460205
1,43,causal_forest,2.2006711520603703,2.25487824814586,0.238304033098867,0.05420709608548968,True,0.2824408626437337,0.07244845744053956,0.7779929637908936,1.8751263984234214,2.071060752028841,2.259691327002279,2.434430407815853,2.6065023463281607
1,43,linear_dml,2.2006711520603703,2.2665813719672414,0.06322312090990248,0.06591021990687107,True,0.20352228757340188,-0.005767650634232644,0.5960597991943359,2.074966071602253,2.122577474733573,2.209343500389876,2.3660680349746803,2.550418836022172
2,44,deephte,2.1992060521750836,2.128012747328306,0.06376256822972558,-0.07119330484677766,True,0.13054217398166656,0.20634588281784227,0.5339977741241455,1.9695719122886657,2.0428450107574463,2.1347689628601074,2.2298558354377747,2.279100036621094
2,44,causal_forest,2.1992060521750836,2.1612832901329457,0.23286650295016315,-0.03792276204213785,True,0.24474015846362948,0.14477660041006105,0.81402587890625,1.8666699958768427,1.9967628597771796,2.1173560836559613,2.284473431119249,2.543895995217307
2,44,linear_dml,2.1992060521750836,2.1609114521814865,0.0648708925427175,-0.03829459999359708,True,0.09663492803065715,-0.6694010306806991,0.5989508628845215,2.0889839556193266,2.14914879407629,2.179513872665958,2.1949412553846415,2.2067288835267926
3,45,deephte,2.2027695106487055,2.185088301649317,0.06320606570559262,-0.01768120899938852,True,0.0661904364824295,0.9407455205483377,0.45505309104919434,2.073240280151367,2.118708550930023,2.168172836303711,2.218304753303528,2.276320219039917
3,45,causal_forest,2.2027695106487055,2.1377790608276235,0.2524993828655246,-0.06499044982108204,True,0.18366328899422096,0.4320673515777138,0.7882778644561768,1.9158940126561446,2.0084978964937563,2.1377909564049267,2.246398272650493,2.364229266192489
3,45,linear_dml,2.2027695106487055,2.1514685222084298,0.06221352453352967,-0.05130098844027575,True,0.1021694426464775,0.6544138460656754,0.6003730297088623,2.0153973376848535,2.0847071271917006,2.152730417131468,2.2239689160548632,2.2899854844725955
4,46,deephte,2.1989734047070946,2.209894765806465,0.06106684091215876,0.010921361099370586,True,0.17639310657978058,0.2917438262319729,0.4544649124145508,1.9988617897033691,2.109680652618408,2.227612018585205,2.389704942703247,2.490093803405762
4,46,causal_forest,2.1989734047070946,2.200653869958513,0.2513615390044586,0.001680465251418628,True,0.22230973113107466,0.19845443705899757,0.7808430194854736,1.9343900998904455,2.053004068485993,2.196739593745012,2.3654694212269494,2.5067094967448402
4,46,linear_dml,2.1989734047070946,2.215651167892366,0.06219385390622608,0.016677763185271477,True,0.15580845928094897,0.3529183407501764,0.5951616764068604,1.968468623341065,2.107414686427282,2.2309371080951617,2.354597750020832,2.41510431455146
5,47,deephte,2.2001665463800903,2.273825866103601,0.06481736317624948,0.07365931972351047,True,0.1323220133781433,0.07785174390440679,0.4524240493774414,2.0755655765533447,2.1182112097740173,2.1923311948776245,2.3210031986236572,2.4257532119750977
5,47,causal_forest,2.2001665463800903,2.292418712326911,0.24642212897141175,0.09225216594682051,True,0.2379739975856118,-0.15516145615490654,0.7857909202575684,2.0129655823680688,2.1375494223431644,2.2787992461994024,2.4541611718221192,2.5863507665490393
5,47,linear_dml,2.2001665463800903,2.2683590512160934,0.06504165565339662,0.06819250483600303,True,0.1432315251947921,-0.3127614964608086,0.5947699546813965,2.131602787015653,2.188348740951634,2.2625028001902625,2.358208922351986,2.418599863798188
6,48,deephte,2.1998606635724207,2.178539433130428,0.06370423501777658,-0.021321230441992522,True,0.08524700254201889,0.5537035070987497,0.5249111652374268,2.0515401363372803,2.09586501121521,2.163214921951294,2.2340790033340454,2.3032176733016967
6,48,causal_forest,2.1998606635724207,2.1717949295795895,0.23539411189727893,-0.028065733992831188,True,0.2569992302114081,0.2916392085548399,0.7907283306121826,1.8364673674750553,1.9749918787509286,2.17588137302664,2.336441721867604,2.484354834075849
6,48,linear_dml,2.1998606635724207,2.184927261092006,0.06516883847359159,-0.014933402480414859,True,0.1156842953140004,0.6139187582924386,0.5987439155578613,2.1099570929061886,2.1200234134998346,2.131015721080253,2.191579027519577,2.348361115963715
7,49,deephte,2.200804968660737,2.2197532557583326,0.0642791560713628,0.01894828709759544,True,0.08276814967393875,0.2951784247300454,0.4728689193725586,2.1037280559539795,2.150219202041626,2.2105621099472046,2.28132164478302,2.3276288509368896
7,49,causal_forest,2.200804968660737,2.204639981411549,0.23916453923372502,0.0038350127508119947,True,0.2179904046025499,0.35741596482239574,0.7862818241119385,1.8865608780025425,2.08880762384796,2.249800976233357,2.3566807904014633,2.447694378626601
7,49,linear_dml,2.200804968660737,2.1898697119028214,0.06472421719704602,-0.010935256757915734,True,0.10294396593776196,0.5921909948093482,0.599822998046875,2.0200320719974676,2.128983091846627,2.210793722915101,2.272608629087827,2.3200262059802057
8,50,deephte,2.199287230358662,2.268574911750224,0.06520738166941643,0.06928768139156194,True,0.1554894894361496,0.3928063807979366,0.45458507537841797,1.999924898147583,2.1115589141845703,2.2404472827911377,2.358934700489044,2.4357953310012816
8,50,causal_forest,2.199287230358662,2.285398491118933,0.25937434583302876,0.08611126076027098,True,0.26477700888587463,0.35248378216954573,0.8095688819885254,1.946152321362945,2.076600828561352,2.2637294830089862,2.491152832942517,2.641870245434247
8,50,linear_dml,2.199287230358662,2.2920114195585346,0.06560760947496916,0.09272418919987269,True,0.1954166485642016,0.6488804127245025,0.6044049263000488,2.013588245306131,2.1855008681585266,2.330374834328988,2.4328872398282515,2.5104976380994857
9,51,deephte,2.1987400511511344,2.1504448974964983,0.06431624276941689,-0.0482951536546361,True,0.06512024253606796,0.04125288267457153,0.46602702140808105,2.1407419204711915,2.1493878960609436,2.1627328395843506,2.215047299861908,2.272753643989563
9,51,causal_forest,2.1987400511511344,2.111279186275637,0.2791653809073842,-0.08746086487549753,True,0.20719485562284815,-0.11564796502376545,0.7802438735961914,1.8617369212903283,1.9800967306226858,2.1126686135846526,2.2512995519476195,2.3450267169028116
9,51,linear_dml,2.1987400511511344,2.1168275248976998,0.06580289027886381,-0.08191252625343459,True,0.13747980733277632,-0.7581306692485694,0.5988237857818604,2.010124292202721,2.0688120421770106,2.1247929169202697,2.1752438003869994,2.2109533463135436
