sim_id,model,method,target,mu_hat,se,mu_true,bias,covered,rmse_alpha,rmse_beta,corr_alpha,corr_beta,overfit_rate,mean_best_epoch,final_grad_norm,final_beta_std,final_train_loss,final_val_loss,train_val_gap,correction_ratio,correction_mean,correction_std,min_hessian_eig,hessian_condition,oracle_loss,excess_loss_ratio,smoothness_ratio
0,poisson,naive,beta,-0.06832063943147659,0.002213092893362045,-0.05045428243757239,-0.017866356993904202,False,0.28531392058004157,0.19189821892216039,0.839586037546276,0.6841284433710397,0.0,1.0,0.6118836312670236,0.1459481567144394,0.6925454969935947,0.6604118943214417,-0.03213360267215304,,,,,,1.0,-0.33958810567855835,0.8836868840118112
0,poisson,influence,beta,-0.08118052734457888,0.020683753537593278,-0.05045428243757239,-0.03072624490700649,True,0.27838650687847843,0.2075745977420171,0.8550994809083985,0.6933047023193333,0.0,7.0,0.5610029872304085,0.254049688577652,0.6704695875700454,0.650214222073555,-0.02025536549649043,0.7177325403756727,0.01484540297104113,2.0585288787639464,0.381428188085556,4.161989740156368,1.0,-0.34978577792644505,1.0826560695651268
1,poisson,naive,beta,-0.055046625435352325,0.0021083222329616545,-0.05068071818069646,-0.004365907254655868,False,0.26500302023318595,0.18822740332632423,0.8802149636687379,0.6829486529432243,0.0,13.0,0.5355423073894309,0.14787788689136505,0.6847072633107504,0.7434452176094055,0.05873795429865514,,,,,,1.0,-0.2565547823905945,0.8435756057275776
1,poisson,influence,beta,-0.04199622566960752,0.020937630623616678,-0.05068071818069646,0.008684492511088937,True,0.28064866856211085,0.18495882073784906,0.8527767218343815,0.7003679996069261,0.0,8.65,0.5279258853356391,0.21428217366337776,0.698280621878062,0.6871946722269058,-0.011085949651156168,0.6582691251471973,-0.013782595793263318,2.0846650812356655,0.4078048676252365,3.81502784025263,1.0,-0.3128053277730942,0.8670674098948281
2,poisson,naive,beta,-0.03827972710132599,0.002529803216457367,-0.04998879569123731,0.011709068589911324,False,0.29059155577548923,0.18770117593397959,0.8610345821724685,0.7250097709954175,0.0,9.0,0.5464213059995121,0.30149567127227783,0.6616066909366184,0.6126067042350769,-0.04899998670154149,,,,,,1.0,-0.3873932957649231,1.0058571046933542
2,poisson,influence,beta,-0.052766458540852185,0.020486396032017348,-0.04998879569123731,-0.0027776628496148717,True,0.29503509786274695,0.19640141057117377,0.8515216023498738,0.6856434300578326,0.0,8.4,0.5649478968640186,0.24704381749033927,0.6591684990546162,0.6583963423967362,-0.0007721566578799965,1.0078012003651275,-0.02064621451222247,2.0389841413265573,0.4038264587521553,3.9951050726339665,1.0,-0.34160365760326383,0.9347032717402739
3,poisson,naive,beta,-0.0393313467502594,0.002344934344291687,-0.049246073676635624,0.009914726926376224,False,0.262959740917959,0.17989347183815668,0.8773912945362462,0.7326938696018097,0.0,4.0,0.557853059603282,0.15581634640693665,0.6579228843583002,0.6319320201873779,-0.025990864170922223,,,,,,1.0,-0.36806797981262207,0.9231865416413338
3,poisson,influence,beta,-0.06522880654046312,0.019875924452589844,-0.049246073676635624,-0.015982732863827495,True,0.28425972745945394,0.19405349231731497,0.8515148616871616,0.6907102933886796,0.0,8.15,0.5563829237175045,0.21618790775537491,0.652916750697626,0.6379367560148239,-0.014979994682802089,0.708639380296094,0.014084862786895247,1.9756912321043485,0.4080271750688553,3.9377953536208246,1.0,-0.3620632439851761,0.9326798711153661
4,poisson,naive,beta,-0.05626615136861801,0.0023776228725910188,-0.049826868067018575,-0.006439283301599437,False,0.26883881596769915,0.2000437263365848,0.8763123319502154,0.6707985721310916,0.0,16.0,0.5369608499931837,0.2422601580619812,0.6415946327845256,0.6928792595863342,0.051284626801808675,,,,,,1.0,-0.30712074041366577,0.9286647731709771
4,poisson,influence,beta,-0.0636396218321519,0.020786274266346275,-0.049826868067018575,-0.013812753765133322,True,0.2832223076573523,0.19593259758020706,0.8561224969781184,0.6690427101829393,0.0,9.45,0.5473943552798803,0.2200871765613556,0.659192684331484,0.6391792535781861,-0.02001343075329798,0.6761601623878891,-0.014054850583371898,2.0714955595590747,0.40001693218946455,4.036460232008791,1.0,-0.36082074642181394,0.8535790061906152
5,poisson,naive,beta,-0.06145548075437546,0.0022773618996143343,-0.05001504516569222,-0.01144043558868324,False,0.2954241959353968,0.18007637250079236,0.853863741404897,0.7258081720827574,0.0,5.0,0.5199491362730834,0.17607086896896362,0.6866013148625691,0.6393501162528992,-0.047251198609669975,,,,,,1.0,-0.36064988374710083,0.9018229699373123
5,poisson,influence,beta,-0.08061710510856937,0.020309225152165,-0.05001504516569222,-0.030602059942877152,True,0.2896695307350016,0.19722119314358152,0.8501526537553218,0.6679086535638435,0.0,9.3,0.5381865928714814,0.2092004247009754,0.6800953415531164,0.6718558460474015,-0.0082394955057149,0.48621613001106034,-0.009874672857008954,2.019566804145432,0.3892597660422325,4.118630848578604,1.0,-0.32814415395259855,0.8254694226949202
6,poisson,naive,beta,-0.033988505601882935,0.0028763121366500856,-0.049808104023188686,0.01581959842130575,False,0.2504499422263268,0.2140876505306665,0.882024495410118,0.6941824462211419,0.0,18.0,0.5679777270182259,0.22637313604354858,0.66234720993042,0.6572167873382568,-0.00513042259216312,,,,,,1.0,-0.34278321266174316,1.1226302465326459
6,poisson,influence,beta,-0.05144963018526323,0.02097686302113874,-0.049808104023188686,-0.0016415261620745455,True,0.2777132536255423,0.19088651892704028,0.8576388373966073,0.6965929345032211,0.0,7.3,0.5519887229707314,0.24207915589213372,0.6812192827240069,0.6466526389122009,-0.034566643811805964,0.12267748754019873,0.002573388851908203,2.0860230684105767,0.37802972346544267,4.15146610451716,1.0,-0.3533473610877991,0.9288353156780911
7,poisson,naive,beta,-0.058231666684150696,0.0019471795856952666,-0.05029695853269235,-0.007934708151458345,False,0.2693387831692906,0.17631384502071157,0.8580565556916248,0.7194282111402628,0.0,7.0,0.5699416842396479,0.16878604888916016,0.6560775021976895,0.6656079292297363,0.009530427032046873,,,,,,1.0,-0.33439207077026367,0.7719358146101113
7,poisson,influence,beta,-0.0746746353995055,0.022501503199312947,-0.05029695853269235,-0.02437767686681315,True,0.2872159363107638,0.20311193707714661,0.8512874982131572,0.6701963305049529,0.0,8.6,0.5524542362609078,0.23707728385925292,0.6516581063113714,0.6428123891353608,-0.008845717176010681,0.7473303335809983,-0.016816055892016447,2.240319406827914,0.37399091124534606,4.271630149788628,1.0,-0.35718761086463924,0.9439645322056482
8,poisson,naive,beta,-0.06141502782702446,0.0023004719614982605,-0.05119642364644221,-0.01021860418058225,False,0.30040650120707907,0.18233192208343094,0.8302730483176147,0.7203726850921269,0.0,15.0,0.5443219327921315,0.2224259078502655,0.6451258405049642,0.6793472170829773,0.03422137657801305,,,,,,1.0,-0.3206527829170227,0.9025066172232483
8,poisson,influence,beta,-0.099664382345794,0.019962214253437686,-0.05119642364644221,-0.04846795869935179,False,0.2906647566018234,0.21169338313466157,0.8499954350938829,0.6855263759381545,0.0,10.05,0.5595428478985418,0.24504295438528062,0.6533481148934558,0.6323091149330139,-0.021038999960441895,0.767672317317059,-0.015324439274716132,1.9862448531472319,0.4145660728216171,3.9365838313642554,1.0,-0.3676908850669861,1.01285121109108
9,poisson,naive,beta,-0.03417781740427017,0.002427804172039032,-0.04954470316242627,0.015366885758156097,False,0.27322523037972796,0.18759201385339896,0.8677790059904047,0.7205573210811211,0.0,6.0,0.5635957610602665,0.28167101740837097,0.6432640817695194,0.7260861992835999,0.08282211751408042,,,,,,1.0,-0.27391380071640015,0.9480354572685782
9,poisson,influence,beta,-0.055437056765519084,0.02203831203031031,-0.04954470316242627,-0.005892353603092815,True,0.2847432033898233,0.201105739476532,0.8546570812235588,0.7096525077056913,0.0,7.8,0.5648625158245715,0.2658806137740612,0.6576751852994076,0.6236833781003952,-0.0339918071990124,0.4220681277063665,-0.009301669096441765,2.191905509377458,0.3685274049639702,4.322261402178127,1.0,-0.3763166218996048,1.0569855591644244
10,poisson,naive,beta,-0.029975708574056625,0.002419198602437973,-0.04982515617177727,0.019849447597720643,False,0.27800965027800445,0.20482183381382937,0.8675214403618695,0.6633626520751137,0.0,32.0,0.5273881545407334,0.20841600000858307,0.6578256755934822,0.6285975575447083,-0.0292281180487739,,,,,,1.0,-0.37140244245529175,0.9553280751402256
10,poisson,influence,beta,-0.058510965617094186,0.02179811268092473,-0.04982515617177727,-0.008685809445316918,True,0.28501263842664215,0.1914077581279844,0.8512485037232371,0.6981182639637749,0.0,9.35,0.5424047218911787,0.20762951970100402,0.6776027863824752,0.6637562215328217,-0.01384656484965352,1.1299352565310161,-0.02463045604401268,2.1721304799878682,0.3705336391925812,4.285658274152373,1.0,-0.33624377846717834,0.9051410437905386
11,poisson,naive,beta,-0.06203998252749443,0.0027124598622322083,-0.05039946312352779,-0.01164051940396664,False,0.2735713508856469,0.20486336929683008,0.8695995857057188,0.6986750359884341,0.0,11.0,0.5245761319804946,0.2384978085756302,0.6656394422849019,0.6075405478477478,-0.0580988944371541,,,,,,1.0,-0.3924594521522522,1.07024150604562
11,poisson,influence,beta,-0.058479630764154716,0.021240018312887264,-0.05039946312352779,-0.008080167640626926,True,0.2786209218696616,0.20419953834850132,0.8505378995314231,0.6835585046092542,0.0,8.2,0.5516098236563229,0.24577022045850755,0.6685862968738318,0.6628284454345703,-0.005757851439261441,0.8120173521754092,-0.01724726343058792,2.1105587273321507,0.38005042970180514,4.155050012032211,1.0,-0.3371715545654297,1.0066599555832099
12,poisson,naive,beta,-0.12689091265201569,0.0019808906316757203,-0.05052579070743338,-0.07636512194458231,False,0.26038325693980613,0.1908197847675322,0.8752943575898188,0.7165548351177606,0.0,3.0,0.5601773165917779,0.150111123919487,0.6720970534748502,0.6759206652641296,0.0038236117892794796,,,,,,1.0,-0.32407933473587036,0.7916802619325662
12,poisson,influence,beta,-0.05061986036049202,0.020624895136588283,-0.05052579070743338,-9.406965305864406e-05,True,0.29061218472139777,0.1908587778631945,0.8513652841610816,0.676124278797961,0.0,10.4,0.535560404203633,0.2028558872640133,0.6595276182672085,0.6559483557939529,-0.0035792624732555733,0.88868398080451,-0.018329013913658855,2.0527952305690564,0.394865109026432,4.022788966108729,1.0,-0.34405164420604706,0.8474098553111503
13,poisson,naive,beta,-0.08059028536081314,0.0020094884932041167,-0.050919192038864206,-0.029671093321948935,False,0.28566223468243773,0.18168716023912643,0.8625210085583284,0.7132747034225125,0.0,5.0,0.5369474197385253,0.27029016613960266,0.6804443856345282,0.6635391116142273,-0.016905274020300953,,,,,,1.0,-0.3364608883857727,0.7944854557149033
13,poisson,influence,beta,-0.06410544117460959,0.021272784485688062,-0.050919192038864206,-0.013186249135745384,True,0.2970001667305686,0.19114979350221833,0.8471153073632081,0.7032444536616821,0.0,7.05,0.5508514623422827,0.2609200291335583,0.6800472863975323,0.6822798252105713,0.0022325388130389756,0.2222967824283749,0.004728871544460708,2.1124391151078576,0.38929302543401717,4.083427305557021,1.0,-0.3177201747894287,0.9554516116675834
14,poisson,naive,beta,-0.02610485814511776,0.0026918283104896547,-0.04926590436654393,0.023161046221426174,False,0.2838355528872986,0.21745327956208005,0.8752519952425558,0.6587625750174048,0.0,13.0,0.5592179076599012,0.22114335000514984,0.644713834338718,0.6707438230514526,0.026029988712734653,,,,,,1.0,-0.32925617694854736,1.0624791012183994
14,poisson,influence,beta,-0.045915899126557636,0.020776202781345194,-0.04926590436654393,0.003350005239986298,True,0.2897135608315472,0.21143395608860296,0.8454347044758289,0.6600731217528865,0.0,10.8,0.5749425218263036,0.2623446546494961,0.661028825528789,0.6479181408882141,-0.013110684640574966,0.17536816794459628,-0.003643484618609932,2.06572168088072,0.4148144870996475,3.8862930607418598,1.0,-0.3520818591117859,1.0265244506774454
15,poisson,naive,beta,-0.07757852971553802,0.0024233794212341307,-0.05019324327464558,-0.027385286440892442,False,0.29143277442383564,0.2151000578352014,0.870158929718439,0.6287481887155515,0.0,23.0,0.548331234908414,0.2562847137451172,0.6386348678800795,0.6208808422088623,-0.0177540256712172,,,,,,1.0,-0.3791191577911377,0.9545299062751449
15,poisson,influence,beta,-0.07080974098043516,0.020976980034372317,-0.05019324327464558,-0.020616497705789577,True,0.28709942450463255,0.20579077638529295,0.8572523831811399,0.648808885952777,0.0,10.95,0.5526120865386901,0.21928269416093826,0.6551073031038568,0.6408217370510101,-0.014285566052846699,0.5131722903098747,-0.010764804888023354,2.0867423815039543,0.4137205436825752,3.9024658982365397,1.0,-0.3591782629489899,0.9074925144439918
16,poisson,naive,beta,-0.00950001273304224,0.0021349871158599853,-0.05033429452827443,0.04083428179523219,False,0.2810157117676989,0.19333435251965975,0.8632449097427405,0.6795128501965354,0.0,6.0,0.5530774737760226,0.2440708577632904,0.6780163562562731,0.6963266134262085,0.018310257169935396,,,,,,1.0,-0.3036733865737915,0.848557937358465
16,poisson,influence,beta,-0.0333711756177785,0.021600126824049156,-0.05033429452827443,0.016963118910495935,True,0.2853945995890741,0.200114419685287,0.8459814992480479,0.6751936094122165,0.0,9.5,0.5517690608918157,0.2258594460785389,0.6791198788985872,0.6806796312332153,0.0015597523346281283,0.7238093379588085,-0.015634373496341322,2.148338411096855,0.39573885798454284,3.956901307454101,1.0,-0.3193203687667847,0.9654872725874786
17,poisson,naive,beta,0.059999432414770126,0.00261140912771225,-0.04971200241483398,0.1097114348296041,False,0.27861131860046184,0.22938500420010335,0.8554698193277758,0.6908360284884095,0.0,3.0,0.5782005856909174,0.22316686809062958,0.6644489694171481,0.660431444644928,-0.004017524772220171,,,,,,1.0,-0.339568555355072,1.0156170340872948
17,poisson,influence,beta,-0.06763470494254725,0.021527692388010878,-0.04971200241483398,-0.017922702527713275,True,0.2821111956316789,0.1930240461153864,0.8546788622536301,0.6889775196177699,0.0,9.5,0.5573748137456759,0.24585289880633354,0.6521614871858156,0.644667512178421,-0.007493975007394571,0.8792782385474412,0.018928831442921363,2.1448047151347427,0.39466272592544555,4.038659274641758,1.0,-0.355332487821579,0.9040667514323009
18,poisson,naive,beta,-0.043551646173000336,0.0019344514608383178,-0.049935790289192455,0.00638414411619212,False,0.28624707805075833,0.18146957059448734,0.8731179090488916,0.6950878063238886,0.0,6.0,0.5484831300083275,0.18674132227897644,0.6543626075850593,0.6490340828895569,-0.005328524695502379,,,,,,1.0,-0.3509659171104431,0.7633594837409861
18,poisson,influence,beta,-0.034534830052265895,0.0216180352222366,-0.049935790289192455,0.01540096023692656,True,0.28791944211773224,0.20641546132160007,0.8514240819936911,0.6527993418038651,0.0,9.0,0.5531993436564235,0.23439405336976052,0.6581767069760123,0.647371968626976,-0.01080473834903628,0.7601099126513499,0.016432082864468067,2.1572664231728123,0.37688403129577636,4.245539587716922,1.0,-0.352628031373024,0.9444867391072469
19,poisson,naive,beta,0.017090657725930214,0.002468264698982239,-0.0500409909126719,0.0671316486386021,False,0.28708525263161094,0.20504275868528343,0.8674057527531409,0.6978735340564949,0.0,21.0,0.5831693025609931,0.25473880767822266,0.6332635165320503,0.605732798576355,-0.027530717955695283,,,,,,1.0,-0.394267201423645,0.9785704306580204
19,poisson,influence,beta,-0.05390650327496696,0.021125619909781016,-0.0500409909126719,-0.0038655123622950635,True,0.2804556260304183,0.20361914661065336,0.8554162171638993,0.6649042767774456,0.0,9.1,0.5618521042373025,0.23991215974092484,0.6540218339917953,0.6290784329175949,-0.024943401074200344,0.6014599495684587,-0.012706214285539318,2.1044233745054606,0.40281290411949155,3.975085603392177,1.0,-0.3709215670824051,0.9730001703912268
20,poisson,naive,beta,-0.011070607230067253,0.0015772229433059692,-0.05022018366307999,0.039149576433012735,False,0.2755152909700836,0.18612764870045267,0.8789747599378792,0.7098912916758874,0.0,7.0,0.5438310563864485,0.16023337841033936,0.6534301979276869,0.6660048961639404,0.012574698236253568,,,,,,1.0,-0.33399510383605957,0.6112161725745822
20,poisson,influence,beta,-0.03614088532395544,0.0210115886206324,-0.05022018366307999,0.014079298339124545,True,0.2820383210418776,0.19391639112224263,0.8527854313509001,0.6919845472582696,0.0,9.7,0.5502107885939084,0.23303222358226777,0.6609365222244931,0.6421600252389907,-0.018776496985502322,0.6203240829326232,-0.013033994442051335,2.090036169059991,0.38320053219795225,4.146469329528614,1.0,-0.35783997476100926,0.9246758220920371
21,poisson,naive,beta,-0.09037882089614868,0.0018338191509246827,-0.0506584941481092,-0.039720326748039485,False,0.3213557274925903,0.17839788395166628,0.8470459626951536,0.7342249873309449,0.0,3.0,0.5660898032644426,0.1963222622871399,0.6760403227276273,0.7196593284606934,0.043619005733066096,,,,,,1.0,-0.28034067153930664,0.7266299994600257
21,poisson,influence,beta,-0.05549458300950937,0.021150688760462014,-0.0506584941481092,-0.004836088861400176,True,0.28474353834188587,0.19725085320710123,0.847093687508003,0.6768812198600905,0.0,9.15,0.5511779306126705,0.23246832191944122,0.6725061319881712,0.657943046092987,-0.01456308589518418,0.8944108561287237,-0.018917405641957003,2.1084173243926387,0.3963871791958809,3.93999550445482,1.0,-0.34205695390701296,0.8997035900591892
