model,method,target,rmse_alpha,rmse_beta,corr_alpha,corr_beta,r2_alpha,r2_beta,mu_true,bias_mean,variance,mse,bias_ratio,rmse_mu,empirical_se,se_mean,se_ratio,ci_width,coverage,n_sims,overfit_rate,mean_best_epoch,final_grad_norm,final_beta_std,correction_ratio,min_hessian_eig,hessian_condition,final_train_loss,final_val_loss,train_val_gap,oracle_loss,excess_loss_ratio,smoothness_ratio,violation_rate,bias_shift,bias_reduction
logit,influence,ame,0.49496677920722776,0.3516130908065082,0.8299457568389297,0.6343351761681669,0.6888099592949438,0.40238111572429935,-0.08409047072928731,0.06322944309985909,0.0001941425690799855,0.004192105043798304,0.9536885247264508,0.06461352643114746,0.013933505268954597,0.010322755021326744,0.74085844316053,0.040465199683600836,0.0,10,0.0,6.409999999999999,0.23541061086199705,0.39296495005488397,0.6453983700953116,0.05094533111900092,4.159148747157098,0.6129875082581131,0.6094667416810989,-0.0035207665770142114,1.0,-0.39053325831890107,0.897247100126856,1.0,0.004052745516042924,-0.06848549651326419
logit,naive,ame,0.4852359920348131,0.3437423271003076,0.8440882014970835,0.6739085138652375,0.712484891906581,0.4541526850600531,-0.08409047072928731,0.05917669758381616,0.0002008235323939209,0.0037027050693203543,0.945763022267722,0.06069632396548337,0.014171221979558463,0.0006340661346912384,0.044743222257463654,0.0024855392479896546,0.0,10,0.0,9.5,0.2279194285793197,0.31618280708789825,,,,0.6111992965751224,0.6037776350975037,-0.007421661477618735,1.0,-0.39622236490249635,0.8493735944238017,1.0,0.004052745516042924,-0.06848549651326419
