sim_id,model,method,mu_hat,se,mu_true,bias,covered
0,linear,naive,-0.03530406951904297,0.01294731804782587,0.0007011315758299731,-0.03600520109487294,False
0,linear,influence,0.16866502305306494,0.43868197822666616,0.0007011315758299731,0.16796389147723498,True
0,linear,bootstrap,-0.04708557948470116,0.10860992450893787,0.0007011315758299731,-0.04778671106053113,True
1,linear,naive,0.10606946051120758,0.015886091130265713,0.0013672048010882798,0.1047022557101193,False
1,linear,influence,0.2448311673887074,0.39413637864801093,0.0013672048010882798,0.2434639625876191,True
1,linear,bootstrap,0.39234521985054016,0.11286889136192017,0.0013672048010882798,0.3909780150494519,False
2,linear,naive,0.08898944407701492,0.019770099189095478,-0.0007028893313823784,0.0896923334083973,False
2,linear,influence,-0.1035258418880403,0.48112104744258977,-0.0007028893313823784,-0.10282295255665792,True
2,linear,bootstrap,-0.05082995444536209,0.11298894883770359,-0.0007028893313823784,-0.05012706511397971,True
3,linear,naive,-0.00993817113339901,0.017115116940217015,0.0005137058325384989,-0.01045187696593751,True
3,linear,influence,0.008778543330729008,0.485140238915357,0.0005137058325384989,0.008264837498190509,True
3,linear,bootstrap,-0.15944527089595795,0.10109758278932643,0.0005137058325384989,-0.15995897672849643,True
4,linear,naive,0.0986565575003624,0.01710722124338719,-0.0033639931374610317,0.10202055063782343,False
4,linear,influence,0.19517253033071758,0.4680652618110274,-0.0033639931374610317,0.1985365234681786,True
4,linear,bootstrap,0.3048003017902374,0.10684933695638374,-0.0033639931374610317,0.3081642949276985,False
5,linear,naive,-0.02282652258872986,0.01492731057610842,0.0023140824670780445,-0.025140605055807903,True
5,linear,influence,0.4538371821194887,0.4998901665918735,0.0023140824670780445,0.45152309965241066,True
5,linear,bootstrap,-0.1004781574010849,0.11681558864167708,0.0023140824670780445,-0.10279223986816294,True
6,linear,naive,-0.09090286493301392,0.014500030672944768,0.002335527499030536,-0.09323839243204446,False
6,linear,influence,-0.15568376022577285,0.5337952309849655,0.002335527499030536,-0.1580192877248034,True
6,linear,bootstrap,-0.19913199543952942,0.11668010395581431,0.002335527499030536,-0.20146752293855996,True
7,linear,naive,-0.02818203717470169,0.005964459145667457,0.0007155780849616377,-0.028897615259663327,False
7,linear,influence,-0.700554193597287,0.43571479206168534,0.0007155780849616377,-0.7012697716822486,True
7,linear,bootstrap,-0.11336997151374817,0.11353012416792531,0.0007155780849616377,-0.11408554959870981,True
8,linear,naive,0.13195990025997162,0.013485272474409223,-0.0005844900718901524,0.13254439033186177,False
8,linear,influence,-0.28997142181545493,0.4509391783453444,-0.0005844900718901524,-0.2893869317435648,True
8,linear,bootstrap,0.08524799346923828,0.11231817717476565,-0.0005844900718901524,0.08583248354112843,True
9,linear,naive,-0.040431175380945206,0.018410578564482177,-0.001213328355929252,-0.039217847025015955,False
9,linear,influence,0.6129904580526054,0.4677144640794124,-0.001213328355929252,0.6142037864085347,True
9,linear,bootstrap,-0.011531059630215168,0.10645819672761613,-0.001213328355929252,-0.010317731274285915,True
10,linear,naive,0.06485968828201294,0.01685851904486615,0.001145434562117983,0.06371425371989496,False
10,linear,influence,-0.30669063156098125,0.49662355074757525,0.001145434562117983,-0.3078360661230992,True
10,linear,bootstrap,-0.06226804107427597,0.1092720583171891,0.001145434562117983,-0.06341347563639395,True
11,linear,naive,-0.08336463570594788,0.014414372069392676,0.0008471134446489972,-0.08421174915059687,False
11,linear,influence,-0.20806240785121918,0.4183150883737154,0.0008471134446489972,-0.20890952129586818,True
11,linear,bootstrap,-0.07888845354318619,0.10808278571060705,0.0008471134446489972,-0.07973556698783518,True
12,linear,naive,-0.053833018988370895,0.018025926753823484,-0.0005543872657785684,-0.053278631722592326,False
12,linear,influence,-0.003818870507180691,0.3842853597969261,-0.0005543872657785684,-0.0032644832414021226,True
12,linear,bootstrap,-0.06408848613500595,0.11597064069799921,-0.0005543872657785684,-0.06353409886922738,True
13,linear,naive,0.029878348112106323,0.01354462685329944,0.0005625892268305085,0.029315758885275815,False
13,linear,influence,0.08864300080761313,0.4271806270710555,0.0005625892268305085,0.08808041158078261,True
13,linear,bootstrap,0.15581847727298737,0.10180415233221164,0.0005625892268305085,0.15525588804615686,True
14,linear,naive,0.2856171131134033,0.011895017120845253,-0.0008402138576751378,0.28645732697107845,False
14,linear,influence,0.4922643529623747,0.43613183884023354,-0.0008402138576751378,0.49310456682004983,True
14,linear,bootstrap,0.10778231173753738,0.09731463221601995,-0.0008402138576751378,0.10862252559521252,True
15,linear,naive,0.1666642129421234,0.01490901890986707,0.00319645176801808,0.16346776117410533,False
15,linear,influence,0.05639697504602373,0.511700996154699,0.00319645176801808,0.053200523278005646,True
15,linear,bootstrap,0.07830855995416641,0.1142392763477691,0.00319645176801808,0.07511210818614833,True
16,linear,naive,0.162279412150383,0.007735166701486182,-0.0020851011231563326,0.16436451327353932,False
16,linear,influence,-0.18477640446275473,0.5354016238105634,-0.0020851011231563326,-0.1826913033395984,True
16,linear,bootstrap,0.12934565544128418,0.10999713625627189,-0.0020851011231563326,0.1314307565644405,True
17,linear,naive,-0.08621139079332352,0.018820962543467618,-3.65285043959744e-05,-0.08617486228892754,False
17,linear,influence,-0.26348068529739976,0.5248032322401243,-3.65285043959744e-05,-0.2634441567930038,True
17,linear,bootstrap,0.004429662600159645,0.11673584179414727,-3.65285043959744e-05,0.00446619110455562,True
18,linear,naive,-0.14475104212760925,0.010482304681386875,-0.0007130789349353089,-0.14403796319267395,False
18,linear,influence,0.3104029050730169,0.4525450468505828,-0.0007130789349353089,0.3111159840079522,True
