sim_id,model,method,mu_hat,se,mu_true,bias,covered
37,linear,naive,-0.10286329686641693,0.01259523010311634,0.0003945734153484895,-0.10325787028176542,False
37,linear,influence,0.00016165564744733275,0.04058785714604753,0.0003945734153484895,-0.00023291776790115674,True
37,linear,bootstrap,0.1821945458650589,0.07836695919515838,0.0003945734153484895,0.1817999724497104,False
38,linear,naive,-0.04172502085566521,0.01240277372897717,0.0015959062888940274,-0.043320927144559235,False
38,linear,influence,-0.015894653104944156,0.03821300150074263,0.0015959062888940274,-0.017490559393838184,True
38,linear,bootstrap,0.059716083109378815,0.07025024492030771,0.0015959062888940274,0.05812017682048479,True
39,linear,naive,0.17868995666503906,0.012241675482059233,0.003068380615883483,0.17562157604915557,False
39,linear,influence,0.031465612078201956,0.04060731481449775,0.003068380615883483,0.028397231462318474,True
39,linear,bootstrap,0.013316088356077671,0.08276980287722595,0.003068380615883483,0.010247707740194189,True
40,linear,naive,0.08124196529388428,0.0073135901181582575,0.0013153261581817079,0.07992663913570257,False
40,linear,influence,-0.008353238565381617,0.041522591326026724,0.0013153261581817079,-0.009668564723563325,True
40,linear,bootstrap,-0.03800341114401817,0.08405163002725836,0.0013153261581817079,-0.03931873730219988,True
41,linear,naive,0.022575300186872482,0.009428092573780912,-0.00328916170840595,0.025864461895278433,False
41,linear,influence,0.07502784436708317,0.03990590634653221,-0.00328916170840595,0.07831700607548911,False
41,linear,bootstrap,0.030124114826321602,0.08211959747455654,-0.00328916170840595,0.03341327653472755,True
42,linear,naive,-0.10094049572944641,0.010834022372477683,0.0024062872639338023,-0.10334678299338021,False
42,linear,influence,-0.009703945888206363,0.03945206223095282,0.0024062872639338023,-0.012110233152140165,True
42,linear,bootstrap,-0.04440775886178017,0.08477680781248836,0.0024062872639338023,-0.04681404612571397,True
43,linear,naive,-0.11392667889595032,0.013356622971700876,-0.0007294776049496068,-0.1131972012910007,False
43,linear,influence,0.04178526587039232,0.04038171270102251,-0.0007294776049496068,0.042514743475341926,True
43,linear,bootstrap,0.05279849097132683,0.08256127998914463,-0.0007294776049496068,0.05352796857627643,True
44,linear,naive,-0.08841881901025772,0.01018331324382917,-0.001506610250517904,-0.08691220875973982,False
44,linear,influence,0.004541447495808825,0.03783233719623642,-0.001506610250517904,0.006048057746326729,True
44,linear,bootstrap,-0.008303867653012276,0.07300890359637414,-0.001506610250517904,-0.006797257402494372,True
45,linear,naive,-0.08917444199323654,0.010881440744216766,-0.0024356636699671436,-0.0867387783232694,False
45,linear,influence,-0.011588811493013055,0.03911280621845315,-0.0024356636699671436,-0.009153147823045911,True
45,linear,bootstrap,-0.07322308421134949,0.08463806980871467,-0.0024356636699671436,-0.07078742054138235,True
46,linear,naive,0.020776521414518356,0.01434402279826257,-6.109266975184013e-06,0.020782630681493542,True
