rep_id,seed,method,true_ate,ate_estimate,ate_se,ate_bias,ate_covered,ite_rmse,ite_correlation,fit_time,q10,q25,q50,q75,q90
0,42,deephte,1.987259905719819,1.983636520533088,0.043768667359789175,-0.0036233851867311095,True,0.36375189917232614,0.8361625253975047,1.8553388118743896,1.130491602420807,1.4910350441932678,1.9131880402565002,2.376082181930542,2.8129561185836796
0,42,causal_forest,1.987259905719819,1.9781632223999586,0.2457658459760409,-0.009096683319860466,True,0.2982038221626413,0.8663214017088096,1.6083033084869385,1.3700874603184237,1.7081245399260165,1.9766361109395651,2.2296457587324943,2.5386038562208757
0,42,linear_dml,1.987259905719819,1.982711025869115,0.04706679916018181,-0.004548879850704068,True,0.15059856362312948,0.9669696816516272,1.4128198623657227,1.2182809424302838,1.5845712438087287,1.995507611400189,2.375420517406351,2.727210970563163
1,43,deephte,1.9848939035941124,1.9377926950371316,0.04276583972325379,-0.047101208556980856,True,0.31821446050584506,0.8633886443314718,1.8683300018310547,1.1476468682289123,1.5619781613349915,1.984315037727356,2.370531141757965,2.7151910543441775
1,43,causal_forest,1.9848939035941124,1.9428538910428934,0.24182343754420094,-0.04204001255121903,True,0.23893990686491384,0.929100585380004,1.6454129219055176,1.3808097969541473,1.6393430370897817,1.9469810673715795,2.2225299581166498,2.527248078820127
1,43,linear_dml,1.9848939035941124,1.945962763142974,0.04688196651580431,-0.038931140451138546,True,0.08227706720218937,0.9928174681530016,1.3933520317077637,1.1867876428634843,1.5483032254808962,1.9500175204403805,2.3337374443460637,2.7087382438843846
2,44,deephte,2.0097749308423047,2.0757715016263765,0.043836314256336405,0.06599657078407173,True,0.25832241195389594,0.9218193604896261,1.8480849266052246,1.2826026678085327,1.6662991642951965,2.0148385763168335,2.461044490337372,2.848603940010071
2,44,causal_forest,2.0097749308423047,2.094068671624153,0.24181995105062667,0.08429374078184848,True,0.2574053798348842,0.9286823552526546,1.6140730381011963,1.537834491026012,1.7765916808622815,2.072144381799632,2.3955322920209423,2.6872246718867734
2,44,linear_dml,2.0097749308423047,2.091276301066626,0.046655002503857235,0.08150137022432125,True,0.09864070647652155,0.9954525912786852,1.393259048461914,1.3829831607232088,1.7004287151441253,2.0939080315020204,2.4610601027795447,2.8273095822608103
3,45,deephte,2.0008800672017175,1.946749634342949,0.042964526555051535,-0.05413043285876862,True,0.2621670463373127,0.9071206159292917,1.8200702667236328,1.213082492351532,1.5830790996551514,1.9569816589355469,2.3335277438163757,2.6954003095626833
