model,method,rmse_alpha,rmse_beta,corr_alpha,corr_beta,r2_alpha,r2_beta,mu_true,bias_mean,variance,mse,bias_ratio,rmse_mu,empirical_se,se_mean,se_ratio,ci_width,coverage,n_sims,overfit_rate,mean_best_epoch,final_grad_norm,final_beta_std,correction_ratio,min_hessian_eig,hessian_condition,final_train_loss,final_val_loss,train_val_gap,oracle_loss,excess_loss_ratio,smoothness_ratio,violation_rate,bias_shift,bias_reduction
linear,influence,0.5572004304142008,0.5830713934310368,0.9495179959105804,0.7415733930245042,0.901584424558045,0.5499310972418757,-0.16818094145857462,-0.0150571441073643,0.0008661700609608746,0.00109288764963081,0.20744821185098328,0.032691057013844976,0.029430767250632026,0.030135801721274447,1.0239556945504804,0.11813234274739583,0.9333333333333333,30,0.0,25.795,2.735452552043852,0.73747708072265,0.6385513851079082,0.24163152292370796,4.159357722977491,1.4674879835109729,1.3959187108278275,-0.07156927268314542,1.0,0.3959187108278275,0.8968581727326542,0.9,0.0027903637659434932,0.15634472811280842
linear,naive,0.5256152037350764,0.5736135048773972,0.9567857398326823,0.7556245464383793,0.9154389519471733,0.5709684551802064,-0.16818094145857462,-0.01784750787330782,0.008271259947234178,0.008589793484521963,0.03708279341776418,0.09125387028748357,0.09094646748078881,0.007485520124435425,0.08230688152914392,0.029343238887786866,0.16666666666666666,30,0.0,26.733333333333334,2.743794590792618,0.7156560222307841,,,,1.4553058779469241,1.3816728393236797,-0.07363303862324466,1.0,0.3816728393236796,0.8832089426355787,0.9,0.0027903637659434932,0.15634472811280842
