model,method,rmse_alpha,rmse_beta,corr_alpha,corr_beta,r2_alpha,r2_beta,mu_true,bias_mean,variance,mse,bias_ratio,rmse_mu,empirical_se,se_mean,se_ratio,ci_width,coverage,n_sims,overfit_rate,mean_best_epoch,final_grad_norm,final_beta_std,correction_ratio,min_hessian_eig,hessian_condition,final_train_loss,final_val_loss,train_val_gap,oracle_loss,excess_loss_ratio,smoothness_ratio,violation_rate,bias_shift,bias_reduction
linear,influence,0.5298305498936488,0.5782947168852297,0.9545819051197224,0.7510365349585535,0.9112266135819987,0.5640558768425505,-0.16818094145857462,-0.015196956102769573,0.0008043700498888242,0.0010353175246783297,0.22306922203529794,0.03175089386023831,0.028361418333518233,0.02930433057394337,1.0332463006376087,0.114872975849858,0.9333333333333333,30,0.0,32.638,2.307062585944109,0.7648785407145818,0.4979008753678014,0.24278614154458047,4.138684004689179,1.4572644106568302,1.3725914489428204,-0.08467296171401008,1.0,0.37259144894282026,0.9255612632740315,0.7666666666666667,0.008654265946828915,-1.3227381613006668
linear,naive,0.5033660852048382,0.5736703505005265,0.9604011271784649,0.7612584449167829,0.922370325085666,0.5795144199571185,-0.16818094145857462,-0.006542690155940657,0.007094454589401096,0.007137261383877738,0.005997649823129424,0.08310018459912254,0.08422858534607533,0.007799888451894124,0.09260381638663677,0.030575562731424966,0.1,30,0.0,34.4,2.3204685234714457,0.7665849606196086,,,,1.4393978227862607,1.3826474666595459,-0.05675035612671465,1.0,0.3826474666595459,0.9208684532667135,0.7666666666666667,0.008654265946828915,-1.3227381613006668
