sim_id,model,method,mu_hat,se,mu_true,bias,covered,rmse_alpha,rmse_beta,corr_alpha,corr_beta,overfit_rate,mean_best_epoch,final_grad_norm,final_beta_std,final_train_loss,final_val_loss,train_val_gap,correction_ratio,correction_mean,correction_std,min_hessian_eig,hessian_condition,oracle_loss,excess_loss_ratio,smoothness_ratio
0,linear,naive,-0.23022300004959106,0.008451981544494629,-0.16818094145857462,-0.06204205859101644,False,0.4746224227135469,0.5812145317131093,0.966922286204946,0.7664021535794783,0.0,48.0,2.3372266936385526,0.7919606566429138,1.4050989996592205,1.3587549924850464,-0.046344007174174084,,,,,,1.0,0.3587549924850464,1.0055067953101067
0,linear,influence,-0.21026871990012005,0.02941849213129541,-0.16818094145857462,-0.04208777844154543,True,0.5187210271628667,0.5786371705062309,0.9568970695818224,0.7560858395695094,0.0,33.68,2.340584113585524,0.7550448167324066,1.4611844693170926,1.365447256565094,-0.09573721275199865,0.0866565793124029,0.0025493058966269016,2.8614547503864487,0.24180046290159227,4.151283196006955,1.0,0.3654472565650939,0.9570386133428312
1,linear,naive,-0.06658908724784851,0.008847900032997132,-0.1689357272689882,0.10234664002113969,False,0.4853300894452757,0.6184757196573358,0.9638317551935168,0.7512202567462619,0.0,32.0,2.3520259299406927,0.8956153392791748,1.4207030651304458,1.3755155801773071,-0.045187484953138624,,,,,,1.0,0.37551558017730713,1.053257748687923
1,linear,influence,-0.17809043968822807,0.028975290075281608,-0.1689357272689882,-0.009154712419239874,True,0.5237799763398707,0.5994342720511314,0.9556940581668308,0.7428663494141469,0.0,34.42,2.3270916190464996,0.7920127701759339,1.4424980212744671,1.352557158470154,-0.08994086280431324,0.08508605262089498,0.002465393056051107,2.8125841481668687,0.2526307648420334,3.973666068124296,1.0,0.3525571584701539,0.9924601080187458
2,linear,naive,-0.13161252439022064,0.008340504169464111,-0.16662931897079106,0.035016794580570415,False,0.5032946519596347,0.6039978706211073,0.9590232753188699,0.7408435755033704,0.0,46.0,2.3228879503361295,0.8929302096366882,1.4044023988511827,1.3282878398895264,-0.07611455896165631,,,,,,1.0,0.32828783988952637,0.9880552833595283
2,linear,influence,-0.13281230575591327,0.029568748628679035,-0.16662931897079106,0.03381701321487779,True,0.5228830220320685,0.5949453467719205,0.9557875715939221,0.7400157699873023,0.0,32.62,2.343343803228362,0.78790088057518,1.4768265296055887,1.378222861289978,-0.09860366831561063,1.4347515386945444,-0.04242380759226944,2.873974681094075,0.2440448784828186,4.119648815265028,1.0,0.37822286128997806,0.9488529939698024
3,linear,naive,-0.12835600972175598,0.0072036612033844,-0.1641535789221187,0.03579756920036273,False,0.46644903353708633,0.5369496895047274,0.964562900090687,0.7781442745923299,0.0,30.0,2.4539695847214125,0.6390723586082458,1.4598484480116103,1.3199107646942139,-0.13993768331739642,,,,,,1.0,0.31991076469421387,0.8472341737985193
3,linear,influence,-0.15454208544148132,0.029004475595622067,-0.1641535789221187,0.00961149348063739,True,0.5166133977746822,0.5655398816548313,0.9568656391484742,0.7558830533256916,0.0,30.62,2.34314500028007,0.7327386319637299,1.4681370967791465,1.3571367049217224,-0.11100039185742405,0.08978235353865754,0.0026040900821295053,2.8265293492273087,0.244361352622509,4.113698491581891,1.0,0.35713670492172245,0.8821823149049456
4,linear,naive,-0.24738754332065582,0.008534474968910218,-0.16608956022339524,-0.08129798309726058,False,0.47935756997594936,0.5902654929451733,0.9607152374565003,0.7632970929767614,0.0,39.0,2.253334538437811,0.8776196241378784,1.4048320004145305,1.4921231269836426,0.08729112656911209,,,,,,1.0,0.4921231269836426,1.0117475186745153
4,linear,influence,-0.1985047435382381,0.02921958866713942,-0.16608956022339524,-0.03241518331484286,True,0.525407276403065,0.5914397502401675,0.9537797786011435,0.748007207961187,0.0,33.26,2.280655909638451,0.7987190902233123,1.4646433876068956,1.3790412592887877,-0.08560212831810787,0.39874532617447217,-0.011651174413762419,2.8284869095942717,0.2436547115445137,4.12391505348327,1.0,0.37904125928878774,0.9597705099641285
