model,method,rmse_alpha,rmse_beta,corr_alpha,corr_beta,r2_alpha,r2_beta,mu_true,bias_mean,variance,mse,bias_ratio,rmse_mu,empirical_se,se_mean,se_ratio,ci_width,coverage,n_sims,overfit_rate,mean_best_epoch,final_grad_norm,final_beta_std,correction_ratio,min_hessian_eig,hessian_condition,final_train_loss,final_val_loss,train_val_gap,oracle_loss,excess_loss_ratio,smoothness_ratio,violation_rate,bias_shift,bias_reduction
linear,influence,0.5291667763741031,0.5841163257857613,0.9548510469305247,0.7462948047786246,0.9117405218243191,0.5569559356395655,-0.16818094145857462,-0.014646712598201415,0.0013242428450197566,0.0015387690349540687,0.13941415837024268,0.03863433963447605,0.036390147636685355,0.029850646714716992,0.8202947405639044,0.1170145351216906,0.8,30,0.0,24.293333333333333,2.6409099603979063,0.7815652632713318,0.7465535449450406,0.24123739808797837,4.167168861958135,1.406104008942924,1.365879175066948,-0.040224833875975904,1.0,0.36587917506694795,0.9299684231233059,0.8666666666666667,0.016887107889891312,0.5355236894390238
linear,naive,0.5019190201852178,0.568671210876833,0.9608826292603581,0.7629518220981371,0.9232954272142987,0.5820954828428674,-0.16818094145857462,-0.03153382048809271,0.0074726404484852715,0.008467022283060528,0.1174417405945248,0.09031105353186196,0.08644443561320342,0.007684630274772644,0.08889676033235508,0.030123750677108766,0.0,30,0.0,24.2,2.619172019171636,0.7865985572338104,,,,1.4069557271851434,1.3554383516311646,-0.05151737555397881,1.0,0.35543835163116455,0.9106180503810438,0.8666666666666667,0.016887107889891312,0.5355236894390238
